Time (ms),ADC1,ADC2
5,2.066,2.078
8,2.494,2.484
10,2.500,2.500
13,2.500,2.500
16,2.500,2.500
18,2.500,2.500
21,2.406,2.395
24,1.989,1.972
86,0.093,0.092
89,0.000,0.000
91,0.055,0.065
94,0.306,0.322
97,0.664,0.679
100,1.114,1.129
102,1.598,1.613
105,2.068,2.072
108,2.500,2.500
111,2.500,2.500
114,2.500,2.500
116,2.500,2.500
119,2.500,2.500
122,2.303,2.283
124,1.884,1.846
127,1.376,1.354
130,0.806,0.786
133,0.409,0.385
136,0.122,0.120
138,0.000,0.001
141,0.034,0.042
144,0.262,0.271
147,0.622,0.634
149,1.069,1.084
153,1.666,1.678
155,2.140,2.137
158,2.500,2.500
161,2.500,2.500
163,2.500,2.500
166,2.500,2.500
169,2.500,2.500
171,2.347,2.326
175,1.804,1.780
177,1.309,1.294
180,0.844,0.827
183,0.438,0.420
185,0.150,0.143
188,0.007,0.005
191,0.038,0.042
194,0.270,0.275
197,0.716,0.729
200,1.179,1.187
203,1.668,1.674
205,2.136,2.139
208,2.500,2.500
211,2.500,2.500
213,2.500,2.500
216,2.500,2.500
219,2.500,2.500
222,2.257,2.233
225,1.802,1.778
227,1.316,1.287
230,0.846,0.828
233,0.442,0.428
235,0.149,0.137
238,0.005,0.006
242,0.066,0.074
245,0.341,0.348
247,0.712,0.725
250,1.174,1.187
253,1.662,1.674
255,2.123,2.131
258,2.500,2.500
261,2.500,2.500
264,2.500,2.500
267,2.500,2.500
269,2.500,2.500
272,2.261,2.239
275,1.813,1.793
277,1.328,1.310
280,0.852,0.834
283,0.448,0.438
286,0.105,0.098
289,0.000,0.000
291,0.050,0.050
294,0.285,0.283
297,0.647,0.656
300,1.084,1.100
302,1.579,1.590
305,2.045,2.056
308,2.500,2.500
311,2.500,2.500
313,2.500,2.500
316,2.500,2.500
319,2.500,2.500
321,2.328,2.310
324,1.884,1.855
327,1.405,1.386
330,0.819,0.803
333,0.420,0.407
335,0.136,0.129
338,0.000,0.002
341,0.031,0.032
344,0.255,0.268
347,0.603,0.613
349,1.046,1.058
353,1.641,1.656
355,2.108,2.118
358,2.500,2.500
361,2.500,2.500
363,2.500,2.500
366,2.500,2.500
369,2.500,2.500
371,2.371,2.349
374,1.830,1.811
377,1.347,1.323
380,0.870,0.841
382,0.459,0.438
385,0.161,0.156
388,0.009,0.005
391,0.022,0.039
394,0.252,0.261
397,0.686,0.693
400,1.145,1.153
403,1.625,1.639
405,2.097,2.098
408,2.498,2.500
411,2.500,2.500
413,2.500,2.500
416,2.500,2.500
419,2.500,2.500
422,2.278,2.258
424,1.835,1.814
427,1.353,1.332
430,0.872,0.858
432,0.465,0.444
435,0.166,0.156
438,0.009,0.005
441,0.059,0.066
444,0.308,0.322
447,0.679,0.693
450,1.141,1.152
452,1.619,1.632
455,2.089,2.099
458,2.500,2.500
460,2.500,2.500
464,2.500,2.500
466,2.500,2.500
469,2.500,2.500
472,2.283,2.267
474,1.843,1.822
477,1.362,1.337
480,0.884,0.865
482,0.472,0.455
486,0.121,0.111
488,0.001,0.001
491,0.057,0.064
494,0.303,0.312
497,0.673,0.684
500,1.128,1.143
502,1.613,1.621
505,2.082,2.089
508,2.500,2.500
511,2.500,2.500
514,2.500,2.500
516,2.500,2.500
519,2.500,2.500
522,2.298,2.274
524,1.848,1.829
527,1.370,1.348
530,0.790,0.768
533,0.398,0.386
536,0.119,0.107
538,0.001,0.001
541,0.056,0.059
544,0.304,0.322
547,0.674,0.677
550,1.131,1.133
553,1.721,1.736
556,2.186,2.193
558,2.500,2.500
561,2.500,2.500
564,2.500,2.500
566,2.500,2.500
569,2.500,2.500
572,2.304,2.272
575,1.743,1.728
578,1.259,1.238
580,0.791,0.775
583,0.402,0.388
586,0.125,0.121
588,0.005,0.000
591,0.046,0.049
594,0.277,0.286
597,0.738,0.741
600,1.201,1.211
603,1.690,1.700
605,2.150,2.150
608,2.500,2.500
611,2.500,2.500
613,2.500,2.500
616,2.500,2.500
619,2.500,2.500
622,2.236,2.220
625,1.778,1.760
627,1.289,1.271
630,0.830,0.812
633,0.429,0.416
635,0.138,0.130
638,0.000,0.000
641,0.039,0.052
644,0.275,0.286
647,0.641,0.651
650,1.094,1.110
652,1.577,1.596
655,2.051,2.057
658,2.468,2.469
660,2.500,2.500
664,2.500,2.500
666,2.500,2.500
669,2.500,2.500
671,2.326,2.304
674,1.884,1.862
677,1.403,1.380
679,0.921,0.899
682,0.502,0.490
685,0.136,0.124
688,0.000,0.000
691,0.025,0.029
694,0.217,0.229
696,0.556,0.567
699,0.995,1.008
702,1.485,1.489
704,1.964,1.972
708,2.480,2.480
710,2.500,2.500
713,2.500,2.500
716,2.500,2.500
718,2.500,2.500
721,2.401,2.377
724,1.974,1.956
726,1.492,1.475
730,0.894,0.885
732,0.487,0.469
735,0.178,0.170
738,0.014,0.009
741,0.024,0.022
744,0.216,0.235
746,0.556,0.571
749,0.995,1.007
752,1.581,1.603
755,2.058,2.068
758,2.481,2.481
760,2.500,2.500
763,2.500,2.500
766,2.500,2.500
768,2.500,2.500
771,2.408,2.385
809,2.500,2.500
812,2.500,2.500
815,2.500,2.500
817,2.500,2.500
820,2.500,2.500
823,2.133,2.110
825,1.679,1.651
828,1.180,1.166
831,0.631,0.618
834,0.277,0.269
837,0.063,0.050
840,0.000,0.001
842,0.120,0.130
845,0.401,0.407
848,0.797,0.801
851,1.266,1.277
854,1.859,1.865
856,2.306,2.311
859,2.500,2.500
862,2.500,2.500
864,2.500,2.500
867,2.500,2.500
870,2.500,2.500
872,2.176,2.156
876,1.615,1.592
878,1.123,1.093
881,0.675,0.659
884,0.308,0.284
886,0.072,0.067
889,0.000,0.000
892,0.083,0.089
895,0.363,0.367
898,0.835,0.846
901,1.314,1.327
903,1.807,1.817
906,2.260,2.249
909,2.500,2.500
911,2.500,2.500
914,2.500,2.500
917,2.500,2.500
920,2.500,2.500
923,2.128,2.097
925,1.663,1.641
928,1.170,1.160
931,0.727,0.705
933,0.341,0.325
936,0.082,0.077
939,0.000,0.000
942,0.107,0.111
945,0.358,0.375
948,0.746,0.761
950,1.211,1.223
953,1.701,1.704
956,2.158,2.157
958,2.500,2.500
961,2.500,2.500
964,2.500,2.500
967,2.500,2.500
969,2.500,2.500
972,2.232,2.208
975,1.779,1.752
977,1.288,1.259
980,0.814,0.800
983,0.412,0.404
986,0.091,0.087
989,0.000,0.000
992,0.070,0.071
995,0.312,0.331
997,0.695,0.707
1000,1.160,1.176
1003,1.653,1.655
1005,2.111,2.111
1009,2.500,2.500
1011,2.500,2.500
1014,2.500,2.500
1017,2.500,2.500
1019,2.500,2.500
1022,2.267,2.250
1024,1.817,1.795
1028,1.224,1.204
1030,0.763,0.749
1033,0.369,0.360
1036,0.112,0.098
1039,0.000,0.000
1041,0.048,0.041
1044,0.277,0.290
1047,0.646,0.651
1050,1.200,1.212
1053,1.690,1.704
1056,2.149,2.156
1058,2.500,2.500
1061,2.500,2.500
1063,2.500,2.500
1066,2.500,2.500
1069,2.500,2.500
1072,2.233,2.207
1075,1.784,1.763
1077,1.299,1.271
1080,0.820,0.805
1083,0.421,0.410
1085,0.138,0.122
1088,0.001,0.000
1092,0.076,0.078
1095,0.356,0.360
1097,0.730,0.746
1100,1.185,1.200
1103,1.684,1.692
1105,2.145,2.151
1108,2.500,2.500
1111,2.500,2.500
1114,2.500,2.500
1117,2.500,2.500
1119,2.500,2.500
1122,2.244,2.224
1125,1.796,1.770
1127,1.312,1.290
1130,0.829,0.819
1133,0.360,0.339
1136,0.101,0.088
1139,0.000,0.000
1141,0.053,0.056
1146,0.298,0.309
1149,0.926,0.937
1151,1.414,1.424
1155,2.002,2.007
1157,2.422,2.427
1160,2.500,2.500
1163,2.500,2.500
1165,2.500,2.500
1168,2.500,2.500
1171,2.461,2.435
1173,2.048,2.007
1176,1.462,1.441
1179,0.979,0.963
1182,0.547,0.534
1185,0.222,0.212
1187,0.033,0.031
1190,0.010,0.010
1193,0.177,0.189
1196,0.496,0.503
1199,1.021,1.033
1202,1.503,1.516
1204,1.979,1.992
1207,2.408,2.412
1210,2.500,2.500
1212,2.500,2.500
1215,2.500,2.500
1218,2.500,2.500
1221,2.391,2.368
1224,1.962,1.937
1226,1.479,1.457
1229,0.993,0.977
1232,0.554,0.541
1234,0.223,0.215
1237,0.037,0.033
1241,0.019,0.031
1244,0.239,0.244
1246,0.577,0.586
1249,1.017,1.026
1252,1.496,1.510
1254,1.978,1.984
1257,2.405,2.401
1260,2.500,2.500
1263,2.500,2.500
1266,2.500,2.500
1268,2.500,2.500
1271,2.383,2.368
1274,1.959,1.940
1276,1.483,1.465
1279,1.000,0.979
1282,0.472,0.463
1285,0.175,0.164
1288,0.013,0.010
1291,0.023,0.029
1294,0.232,0.232
1296,0.564,0.570
1299,0.995,1.005
1302,1.596,1.601
1305,2.071,2.074
1308,2.484,2.476
1310,2.500,2.500
1313,2.500,2.500
1316,2.500,2.500
1318,2.500,2.500
1321,2.407,2.381
1324,1.866,1.844
1327,1.384,1.353
1330,0.903,0.885
1332,0.480,0.474
1335,0.182,0.171
1338,0.014,0.012
1341,0.023,0.024
1344,0.286,0.297
1347,0.647,0.657
1350,1.095,1.111
1352,1.581,1.600
1355,2.054,2.065
1358,2.464,2.466
1360,2.500,2.500
1363,2.500,2.500
1366,2.500,2.500
1369,2.500,2.500
1371,2.317,2.300
1374,1.884,1.847
1377,1.397,1.377
1380,0.919,0.890
1382,0.497,0.482
1386,0.136,0.128
1388,0.000,0.000
1391,0.024,0.026
1394,0.230,0.237
1396,0.559,0.579
1399,1.007,1.020
1402,1.489,1.502
1404,1.968,1.975
1408,2.482,2.482
1410,2.500,2.500
1413,2.500,2.500
1416,2.500,2.500
1418,2.500,2.500
1421,2.399,2.375
1424,1.970,1.948
1427,1.377,1.359
1430,0.896,0.877
1432,0.476,0.469
1435,0.172,0.164
1438,0.015,0.013
1441,0.022,0.023
1444,0.231,0.238
1446,0.562,0.573
1450,1.088,1.111
1452,1.593,1.605
1455,2.056,2.064
1458,2.470,2.469
1460,2.500,2.500
1463,2.500,2.500
1466,2.500,2.500
1469,2.500,2.500
1472,2.317,2.283
1474,1.868,1.848
1477,1.392,1.362
1480,0.907,0.885
1482,0.493,0.479
1485,0.181,0.172
1488,0.013,0.014
1523,2.089,2.069
1526,1.625,1.605
1528,1.140,1.115
1531,0.688,0.672
1534,0.308,0.304
1536,0.078,0.073
1539,0.000,0.000
1542,0.122,0.122
1545,0.397,0.403
1548,0.780,0.796
1550,1.256,1.269
1553,1.740,1.748
1556,2.187,2.206
1558,2.500,2.500
1561,2.500,2.500
1564,2.500,2.500
1567,2.500,2.500
1570,2.500,2.500
1572,2.184,2.155
1575,1.734,1.715
1578,1.244,1.223
1580,0.779,0.762
1584,0.322,0.302
1586,0.077,0.074
1589,0.000,0.000
1592,0.081,0.084
1595,0.354,0.361
1597,0.737,0.747
1600,1.199,1.206
1603,1.690,1.695
1606,2.250,2.250
1609,2.500,2.500
1611,2.500,2.500
1614,2.500,2.500
1617,2.500,2.500
1619,2.500,2.500
1622,2.236,2.213
1625,1.677,1.649
1628,1.182,1.164
1631,0.727,0.705
1633,0.347,0.330
1636,0.086,0.081
1639,0.000,0.000
1642,0.066,0.074
1645,0.322,0.333
1648,0.787,0.800
1651,1.272,1.279
1653,1.757,1.768
1656,2.208,2.213
1659,2.500,2.500
1661,2.500,2.500
1664,2.500,2.500
1667,2.500,2.500
1670,2.500,2.500
1672,2.167,2.145
1675,1.720,1.697
1678,1.226,1.208
1680,0.763,0.739
1683,0.378,0.368
1686,0.111,0.104
1689,0.000,0.000
1692,0.060,0.069
1695,0.333,0.344
1697,0.706,0.715
1700,1.160,1.178
1703,1.648,1.658
1705,2.119,2.126
1709,2.500,2.500
1711,2.500,2.500
1714,2.500,2.500
1717,2.500,2.500
1719,2.500,2.500
1722,2.262,2.247
1725,1.824,1.793
1727,1.331,1.314
1730,0.761,0.743
1733,0.370,0.359
1736,0.103,0.098
1739,0.000,0.000
1741,0.051,0.056
1744,0.284,0.287
1747,0.649,0.658
1750,1.205,1.217
1753,1.689,1.701
1756,2.156,2.156
1758,2.500,2.500
1761,2.500,2.500
1764,2.500,2.500
1766,2.500,2.500
1769,2.500,2.500
1772,2.232,2.215
1775,1.771,1.757
1777,1.295,1.276
1780,0.819,0.802
1783,0.420,0.409
1785,0.137,0.131
1788,0.003,0.004
1792,0.078,0.078
1795,0.356,0.364
1797,0.728,0.742
1800,1.194,1.209
1803,1.688,1.690
1805,2.149,2.149
1808,2.500,2.500
1811,2.500,2.500
1814,2.500,2.500
1817,2.500,2.500
1819,2.500,2.500
1822,2.233,2.216
1825,1.789,1.767
1827,1.298,1.281
1830,0.830,0.801
1833,0.349,0.338
1836,0.097,0.090
1839,0.000,0.000
1842,0.055,0.062
1845,0.325,0.343
1847,0.690,0.701
1850,1.152,1.154
1853,1.630,1.644
1856,2.199,2.187
1859,2.500,2.500
1861,2.500,2.500
1864,2.500,2.500
1866,2.500,2.500
1869,2.500,2.500
1872,2.277,2.254
1875,1.725,1.702
1878,1.226,1.214
1880,0.773,0.750
1883,0.385,0.374
1886,0.110,0.105
1888,0.003,0.000
1891,0.041,0.048
1894,0.299,0.300
1898,0.754,0.763
1900,1.211,1.225
1903,1.712,1.720
1906,2.172,2.172
1908,2.500,2.500
1911,2.500,2.500
1914,2.500,2.500
1916,2.500,2.500
1919,2.500,2.500
1922,2.221,2.198
1925,1.758,1.744
1927,1.277,1.249
1930,0.802,0.789
1933,0.411,0.391
1936,0.135,0.124
1939,0.000,0.000
1941,0.049,0.054
1944,0.294,0.309
1947,0.663,0.666
1950,1.105,1.122
1952,1.602,1.613
1955,2.071,2.078
1958,2.475,2.476
1961,2.500,2.500
1964,2.500,2.500
1966,2.500,2.500
1969,2.500,2.500
1972,2.306,2.283
1974,1.862,1.846
1977,1.382,1.362
1980,0.801,0.784
1983,0.399,0.385
1986,0.112,0.118
1988,0.001,0.001
1991,0.049,0.060
1994,0.296,0.305
1997,0.658,0.673
2000,1.116,1.133
2003,1.708,1.726
2006,2.177,2.180
2008,2.500,2.500
2011,2.500,2.500
2014,2.500,2.500
2016,2.500,2.500
2019,2.500,2.500
2022,2.215,2.186
2025,1.757,1.735
2028,1.271,1.247
2030,0.795,0.784
2033,0.418,0.389
2036,0.131,0.120
2038,0.000,0.000
2041,0.028,0.031
2044,0.302,0.325
2047,0.664,0.679
2050,1.126,1.139
2052,1.613,1.627
2055,2.084,2.083
2058,2.491,2.492
2060,2.500,2.500
2064,2.500,2.500
2066,2.500,2.500
2069,2.500,2.500
2072,2.303,2.273
2074,1.845,1.834
2077,1.373,1.354
2080,0.894,0.874
2082,0.480,0.461
2086,0.128,0.116
2088,0.001,0.000
2091,0.050,0.052
2094,0.289,0.298
2097,0.652,0.659
2100,1.102,1.113
2102,1.581,1.601
2106,2.156,2.159
2108,2.500,2.500
2111,2.500,2.500
2114,2.500,2.500
2116,2.500,2.500
2119,2.500,2.500
2121,2.323,2.301
2124,1.884,1.862
2127,1.287,1.266
2130,0.814,0.800
2133,0.417,0.403
2135,0.125,0.123
2138,0.004,0.003
2141,0.039,0.042
2144,0.286,0.295
2147,0.739,0.751
2150,1.206,1.217
2153,1.693,1.707
2156,2.157,2.154
2158,2.500,2.500
2161,2.500,2.500
2163,2.500,2.500
2166,2.500,2.500
2169,2.500,2.500
2172,2.230,2.211
2175,1.780,1.757
2177,1.294,1.270
2180,0.822,0.803
2183,0.419,0.412
2185,0.132,0.128
2222,2.254,2.230
2225,1.801,1.782
2227,1.318,1.299
2230,0.841,0.823
2233,0.441,0.427
2235,0.147,0.139
2238,0.007,0.004
2241,0.035,0.039
2245,0.336,0.341
2247,0.714,0.725
2250,1.171,1.185
2253,1.656,1.663
2255,2.117,2.126
2258,2.500,2.500
2261,2.500,2.500
2264,2.500,2.500
2267,2.500,2.500
2269,2.500,2.500
2272,2.250,2.230
2275,1.815,1.792
2279,1.330,1.310
2281,0.602,0.597
2284,0.266,0.255
2287,0.024,0.022
2290,0.007,0.009
2293,0.209,0.216
2296,0.529,0.540
2299,0.961,0.967
2301,1.434,1.451
2304,1.946,1.936
2307,2.449,2.447
2310,2.500,2.500
2313,2.500,2.500
2315,2.500,2.500
2318,2.500,2.500
2321,2.430,2.407
2323,2.011,1.992
2326,1.533,1.512
2329,0.948,0.923
2332,0.518,0.496
2335,0.190,0.191
2337,0.013,0.012
2340,0.019,0.018
2343,0.203,0.216
2346,0.526,0.537
2349,1.062,1.075
2352,1.542,1.554
2355,2.022,2.027
2357,2.434,2.443
2360,2.500,2.500
2363,2.500,2.500
2365,2.500,2.500
2368,2.500,2.500
2371,2.358,2.331
2374,1.926,1.900
2377,1.431,1.409
2379,0.958,0.935
2382,0.523,0.519
2385,0.205,0.194
2387,0.026,0.021
2391,0.039,0.039
2394,0.254,0.265
2397,0.606,0.610
2399,1.045,1.060
2402,1.525,1.549
2405,2.002,2.012
2407,2.435,2.428
2410,2.500,2.500
2413,2.500,2.500
2416,2.500,2.500
2419,2.500,2.500
2421,2.370,2.343
2424,1.935,1.913
2427,1.451,1.431
2429,0.973,0.955
2432,0.457,0.446
2435,0.152,0.151
2438,0.009,0.003
2441,0.036,0.037
2444,0.258,0.262
2447,0.606,0.613
2449,1.049,1.061
2452,1.531,1.542
2455,2.106,2.111
2458,2.500,2.500
2461,2.500,2.500
2463,2.500,2.500
2466,2.500,2.500
2469,2.500,2.500
2471,2.368,2.343
2474,1.930,1.916
2477,1.347,1.326
2480,0.867,0.850
2482,0.448,0.437
2485,0.160,0.151
2488,0.009,0.001
2491,0.036,0.031
2494,0.257,0.266
2497,0.690,0.709
2500,1.158,1.172
2503,1.646,1.658
2505,2.115,2.122
2508,2.500,2.500
2511,2.500,2.500
2513,2.500,2.500
2516,2.500,2.500
2519,2.500,2.500
2522,2.272,2.246
2524,1.825,1.804
2527,1.332,1.316
2530,0.865,0.848
2532,0.457,0.443
2535,0.160,0.145
2538,0.000,0.000
2541,0.038,0.042
2544,0.265,0.264
2547,0.615,0.621
2549,1.061,1.072
2552,1.543,1.549
2555,2.012,2.021
2557,2.433,2.436
2561,2.500,2.500
2563,2.500,2.500
2566,2.500,2.500
2569,2.500,2.500
2571,2.351,2.331
2574,1.924,1.902
2577,1.435,1.418
2580,0.857,0.839
2583,0.440,0.425
2585,0.155,0.146
2588,0.010,0.009
2591,0.029,0.029
2594,0.258,0.261
2597,0.600,0.609
2599,1.048,1.052
2603,1.638,1.653
2605,2.106,2.107
2608,2.500,2.500
2611,2.500,2.500
2613,2.500,2.500
2616,2.500,2.500
2618,2.500,2.500
2622,2.280,2.258
2624,1.832,1.807
2627,1.343,1.322
2630,0.863,0.848
2632,0.461,0.447
2635,0.161,0.155
2638,0.004,0.002
2641,0.032,0.027
2644,0.322,0.331
2647,0.687,0.699
2650,1.144,1.160
2653,1.630,1.642
2655,2.097,2.099
2658,2.495,2.495
2661,2.500,2.500
2664,2.500,2.500
2666,2.500,2.500
2669,2.500,2.500
2672,2.282,2.261
2674,1.832,1.815
2677,1.355,1.330
2680,0.877,0.859
2682,0.465,0.453
2686,0.115,0.109
2688,0.000,0.000
2691,0.035,0.039
2694,0.255,0.264
2697,0.593,0.607
2699,1.034,1.050
2702,1.519,1.533
2705,2.099,2.110
2708,2.500,2.500
2711,2.500,2.500
2713,2.500,2.500
2716,2.500,2.500
2718,2.500,2.500
2721,2.376,2.350
2724,1.944,1.923
2727,1.348,1.331
2730,0.867,0.852
2732,0.457,0.446
2735,0.163,0.156
2738,0.009,0.009
2741,0.026,0.030
2744,0.246,0.255
2747,0.693,0.703
2750,1.150,1.154
2753,1.637,1.650
2755,2.097,2.110
2758,2.500,2.500
2761,2.500,2.500
2763,2.500,2.500
2766,2.500,2.500
2769,2.500,2.500
2772,2.276,2.257
2774,1.823,1.808
2777,1.349,1.329
2780,0.870,0.855
2782,0.460,0.447
2785,0.156,0.151
2788,0.000,0.000
2791,0.038,0.041
2794,0.260,0.264
2797,0.597,0.608
2799,1.047,1.065
2802,1.534,1.545
2805,2.012,2.019
2807,2.429,2.431
2811,2.500,2.500
2813,2.500,2.500
2816,2.500,2.500
2819,2.500,2.500
2821,2.361,2.339
2824,1.934,1.913
2827,1.452,1.431
2829,0.972,0.948
2833,0.451,0.437
2835,0.157,0.151
2838,0.009,0.008
2841,0.035,0.034
2844,0.248,0.260
2847,0.602,0.611
2849,1.047,1.061
2853,1.652,1.655
2855,2.111,2.115
2858,2.500,2.500
2861,2.500,2.500
2863,2.500,2.500
2866,2.500,2.500
2869,2.500,2.500
2871,2.372,2.351
2874,1.833,1.813
2877,1.338,1.326
2880,0.873,0.843
2882,0.464,0.448
2885,0.164,0.155
2888,0.012,0.002
2891,0.033,0.034
2931,0.684,0.658
2934,0.306,0.299
2936,0.077,0.071
2939,0.000,0.000
2942,0.077,0.088
2945,0.353,0.363
2948,0.743,0.753
2951,1.313,1.332
2953,1.795,1.810
2956,2.244,2.263
2959,2.500,2.500
2961,2.500,2.500
2964,2.500,2.500
2967,2.500,2.500
2970,2.500,2.500
2973,2.127,2.097
2975,1.668,1.643
2978,1.174,1.155
2981,0.716,0.692
2983,0.347,0.333
2986,0.095,0.087
2989,0.000,0.000
2992,0.105,0.115
2995,0.368,0.380
2998,0.746,0.758
3000,1.214,1.229
3003,1.710,1.720
3006,2.155,2.158
3008,2.500,2.500
3011,2.500,2.500
3014,2.500,2.500
3017,2.500,2.500
3019,2.500,2.500
3022,2.221,2.194
3025,1.764,1.745
3027,1.283,1.259
3030,0.816,0.796
3033,0.342,0.332
3036,0.088,0.082
3039,0.000,0.000
3042,0.071,0.075
3045,0.339,0.342
3047,0.710,0.713
3050,1.167,1.182
3053,1.659,1.669
3056,2.215,2.223
3059,2.500,2.500
3061,2.500,2.500
3064,2.500,2.500
3067,2.500,2.500
3069,2.500,2.500
3072,2.263,2.239
3075,1.714,1.688
3078,1.217,1.205
3080,0.759,0.740
3083,0.371,0.359
3086,0.107,0.100
3089,0.001,0.000
3091,0.059,0.054
3094,0.312,0.324
3098,0.773,0.776
3100,1.246,1.259
3103,1.735,1.746
3106,2.198,2.187
3108,2.500,2.500
3111,2.500,2.500
3114,2.500,2.500
3117,2.500,2.500
3120,2.500,2.500
3122,2.195,2.160
3125,1.732,1.712
3128,1.246,1.226
3130,0.777,0.764
3133,0.385,0.374
3136,0.115,0.108
3139,0.000,0.000
3141,0.054,0.055
3144,0.324,0.331
3147,0.691,0.693
3150,1.133,1.156
3153,1.635,1.642
3155,2.098,2.101
3158,2.500,2.500
3161,2.500,2.500
3164,2.500,2.500
3166,2.500,2.500
3169,2.500,2.500
3172,2.282,2.259
3174,1.835,1.817
3177,1.352,1.334
3180,0.778,0.756
3183,0.384,0.372
3186,0.111,0.105
3188,0.001,0.000
3191,0.053,0.055
3194,0.294,0.311
3197,0.660,0.663
3200,1.211,1.224
3203,1.706,1.713
3206,2.167,2.173
3208,2.500,2.500
3211,2.500,2.500
3214,2.500,2.500
3216,2.500,2.500
3219,2.500,2.500
3222,2.211,2.198
3225,1.761,1.740
3227,1.270,1.254
3230,0.805,0.778
3233,0.408,0.396
3236,0.127,0.126
3238,0.000,0.001
3242,0.072,0.077
3245,0.347,0.355
3247,0.713,0.733
3250,1.174,1.194
3253,1.656,1.677
3255,2.136,2.140
3258,2.500,2.500
3261,2.500,2.500
3264,2.500,2.500
3267,2.500,2.500
3269,2.500,2.500
3272,2.252,2.228
3275,1.804,1.783
3277,1.316,1.297
3280,0.845,0.828
3283,0.356,0.348
3286,0.100,0.094
3289,0.000,0.000
3291,0.052,0.059
3294,0.297,0.300
3297,0.652,0.662
3300,1.109,1.113
3302,1.595,1.601
3306,2.154,2.165
3308,2.500,2.500
3311,2.500,2.500
3314,2.500,2.500
3316,2.500,2.500
3319,2.500,2.500
3322,2.314,2.288
3325,1.764,1.741
3327,1.270,1.257
3330,0.804,0.785
3333,0.407,0.393
3336,0.127,0.120
3338,0.001,0.000
3341,0.046,0.042
3344,0.276,0.286
3347,0.728,0.736
3350,1.189,1.201
3353,1.683,1.696
3355,2.144,2.150
3358,2.500,2.500
3361,2.500,2.500
3363,2.500,2.500
3366,2.500,2.500
3369,2.500,2.500
3372,2.239,2.220
3375,1.793,1.769
3377,1.294,1.289
